000000001/010000000/010000001/100000000/000000000/000000000/010000000/000000100/000000000, 3
1110101/1101111/1100111/1111011/1111111/1011011/1101001/0111111, 12
11111011/11111011/11111111/11010011, 15
010/101/001/110/000/000, 6
10000000/01001100, 2
0/0/0/0/0/0/0/0/0, 0
11111001/11111111/11001111/11111111/11111111/11101011/10111111/11111110/11111111, 14
0/0/1/0, 1
101/111/011/101, 9
1, 1
0011/1001/0001/1110/1111/1111, 8
1000000/0100001/0100010/1011000/1000000/0100000/0101000, 6
11/11/11/11/11/11/11, 8
00/00/00/00/01/10/10/10/00, 0
1, 1
0/0, 0
01, 1
001000/111001/001010/000100, 6
11111011, 4
00001100/01001000/00000010/01001001/00000001, 2
111111111/111111101, 8
111111111, 4
1011110/1111111/1111111/1111111/1111111/1111111/1111111/1111111, 15
0110/0101/0010/1000/0101/0011/0010/1010, 6
110011/111011/101011/011011/101111/110111/101111/111111/111110, 9
0100/0101/0000/1000/0000, 4
0/0/0/0/1, 0
00110/10101/00010/01011/11110/01100/10111/01111, 7
1000000, 1
1011/1101/0111/1011/0010, 12
01001100, 1
1000/1100/1010/1011/0010/0100/0010/0100, 8
11/11/11/11/11/11/11/11, 8
01000000/00000000/00000001/00010001, 2
0111/0111/1010/1011, 11
00/01/01/11/01/00/00, 4
10111/01111, 6
100111/110000/111111/111110/111110/111110/101010, 12
000000/000000/000000, 0
0100011, 1
0000/1000/0100, 2
1111111/1111111/0101110/1111101, 14
11/00/00/00/10/00, 2
100111/111111/111111/111111, 14
00/00/10/01/01/00, 2
011000100/010000110/011000100/000100010, 6
0110000/1000111/0000000/0001110/0101000/0111100/1111010/1100010/1100011, 4
0/0/0/0/0/0/0/0, 0
11111101, 4
110/110, 4
0/1/0, 1
000000000/000000000, 0
1, 1
000000000/000000000, 0
1/0/0/0, 1
10000100/11101001/00100000/00000000/10000001/01000000/00010011/11100001/11110000, 5
110111011/000101010/011011111/110111000/101110010/011110011/001111000/100101111, 9
000/010/001/000/001/000, 2
000101/011100/101111/011111, 10
1010000/1010011/0100100/0111111, 8
0/0/0/1/1/0/1/0/0, 1
11010000, 3
00100011/10001111/00110110/00001100, 4
011101111/110111110/111111011/011111111/110111111/111110111/111111111/111111101/111111111, 13
11100/10100/01000/11001, 8
0000110, 0
111111111/111111111/111111111/111111111, 16
001100010/000010000, 2
00011001/10011000/10111001/10100110/10011111/11110000/00111110, 8
100101/000010/111111/000000/011000/101000/111000/110011/100111, 6
1111/1111/1111/1111/1111/1111, 16
0000/0000/0000, 0
1000010/1011111, 4
010100/111110/011111/110100, 12
001100/000000/100101, 4
11111111/11111111/11111110/11111111, 16
111011/111111/111100/111111/101101/111111/110010/101111, 15
0/0, 0
1010/0011/0100/0111/0110/0101/1000, 8
1111/1111/1101/1101/1111, 14
1101001, 3
1/0/1, 2
11101010/01001111/11011001/10010100/00011101/01111111/10111111/11000001, 9
1010/0110/1111/1000/0000, 9
11/10/11, 5
111/111/111/110/111, 11
100100/011001/000110/001100, 7
00000/00000/00000, 0
00101010/10101110/10100001/10001111/11100011/01011011/11101010, 6
111111, 4
1111/1111/1111/1111/1111/1111/1111/1111/1011, 16
10/10/11/11/01/11/10/00, 6
11/11/11/10/01/00/11/00/11, 7
00001010/00000010/00000010/01001000/00000000/00000000/10000010/00000001/00000000, 1
0/0/0, 0
0000000/0000000/0000000/0000000/0010000/0000000, 0
111101/000100/111011/111111, 12
1001001/1000000/0000010/0000000, 3
10000011, 1
00001/00011/00000, 1
101011/011010, 4
0000100/1000110/0100000, 2
111101111/011111111/111111100/010111111/110111111/110111111/111111111, 13
1011111/1111011/1111011/1111011/0011110/0010111/1010111/1110111, 15
000000/001000/000000/000000/000000/000000/000000/000000/000000, 1
1/0/1/0/1/1/1/0, 2
10/00/10/01/00/00/00/00/00, 3
011000010/101110010/101001011/101110110/111110010/111110111/110111000, 10
000110/000000/101100/000100/100000/100000, 5
1111/0101/1011/1110/1111/1101/1011/1111, 12
1/1, 2
110110011/011011000/111111110/010011111/110111110/111110010/010101100/111011111, 10
00000/00000/00000/00000/00000/00000/00000, 0
1111111/1111111/0111111/1111011/1111111/1111111, 15
0/0, 0
11011/00110/11101/01011/01110/10100/10100/11000, 10
10000/01100/10100/10100, 7
011/111/111/100/010/111/110/010, 9
0000/0100/0000/0000, 1
100010/000000/001001/000100/010000/000001/001001/000000, 3
111111111, 4
1/1/0/0, 2
1101/1101/1110/0011/1110/1010, 11
000110/110001/100000/110001/111000/100001/000100, 6
0/1/1/1/1/0/0, 3
101101100/111111110/110110110/111111111/111011111/101010101/111110111, 14
1101/0011/1110/1111/0111, 12
110011/100000/101001/000000/110000/011010/001000/010000, 5
00000, 0
00010010, 1
11001/11110/01011/01100/00110/10011/01000, 10
000/011/000/000/010/100/010, 2
111011, 3
111/001/101, 6
11110/01111/11111/01101/11111, 13
1/1/1/0/1/0/0/0, 3
100000000/000010000/100010001/000000000/100000000/000000000/000000000/100000000/000010000, 2
111/111/111/111/111/110/111/111/101, 12
101/110/011/101/110, 8
000/000, 0
111/111/111/111/011/111, 12
11111/11010/11011/11000/11001/00110/00101/11101, 12
111111111/101011111/111111111, 10
001000111/111011101/011110100/100011010/011111101/000011000, 8
1111011/1111111/1111111/1111111/1111111/1111111/1111111/1111111, 16
11000110/10010011, 4
001011101/010001100/111100011/110010101/101101110, 8
11, 2
00000/00100/00000/00000, 1
000011010/110000100/110010100/110101100/001001110/111110000, 7
11110/11011/11011/01110/11101/01011/11111/11110, 13
01100001/11110010/00110001/10110010/00111101/00000001/00100010, 11
11111011/11101111/11011111/11111111/10111101/11110111/10111110/11111101, 14
111000101/110110001/100101101/111010011/110111111/010101011/110000110, 11
100100001/000000000/000001100/001000000/100100000, 3
110/111/000/000/010/100, 5
0, 0
1111111/1110110/1111011/1111110/1111111, 15
000110010/001110000/000011000/010101101, 5
101100001/000100000/000000000, 4
00/00/00, 0
11111/01111/11111/11111/11111, 15
111111/111111/111111/111100/111111/111111/011111/111111, 16
00000000/00000000/00000000/00000000/00000000/00000000/00000000, 0
1/1/1/1/0/1/1/1/1, 4
0111/1111/1111/1101/0111/1111/1001/1111/1111, 14
11/10, 3
110110/001111/101111/000010/110001, 8
0010/0101, 3
111/111/111/111/111/111, 12
0000010/0000000/0000000, 0
1101000/0000000/1110010/1000000/1010110, 7
000000/000000/000000/000000, 0
110001/110100/110111/111001/011111/110011/001000/101010/111111, 11
01110, 3
000000/000000, 0
01000/00001/00000, 1
101011/000100/000101/010000/000000/000110/000000, 5
101101/111111, 7
01111/10110/11010, 9
111010/111111/111011/111111/111111/111110/111011/011111, 14
01/00/01, 2
10/00/00, 1
0/1, 1
1111111/1111101/1111101/1101111/0111111/0111111/0111111/1001100, 15
1111/1111/1101/1101, 14
0000000/0000000/0000000/0000100/0000000/0000000/0000000/0000010, 0
10000100/00110100/00011100/11111001/10101100/00000011/01010010, 8
001/000/000/100/000/011/000/000/000, 2
0/0/0, 0
011111/010111/100110/111011/101110/101100/101111/101111/110101, 10
1111/0111/1111, 11
111111011/110111111/111111111/111111111/111111111, 15
1, 1
0111/1101/1110/1111/1111/1101/0111/1111/0011, 13
11111/11111/11111/11110/11111/11111/11111/01111, 16
1111111/1111111/0111111, 11
101111/011111/110111/011100/011111/110111/111001, 12
1010/1011/1001/1000/0000/0000/0111/0000, 8
01000/00000/00000, 1
0, 0
000, 0
11111/11111, 8
111011/111110/111110, 11
1/0/1, 2
100001/011000/110101/010100/010011, 8
1010011/1111101/1100011/1001100/1011011/1101111/1000011, 10
11111, 4
1/1, 2
1001101/1000011/1010011/1011011/1110100, 8
011101, 3
1/0, 1
110111/011111/111111, 10
001110110/010010100, 3
0/1/1, 2
01/00/01/01/11/00/00, 3
010/100/000/000/100/101/001/100/011, 2
000/010/101/101/010/110/001/000, 5
10/00/01/01/11/11/11/00, 3
010000/000001/000000/100001/010000/001010/000000/000000/000010, 2
111011110/110010000/000110010/011110000/000100100/101001010/000000001/000101110, 9
1100001/0000000/0010001/0010000, 4
1/1, 2
11111/00010/10111, 8
0111/1111/1111/1111/1111/1111/1111, 15
01/11/01/10/11/01/00/10/11, 5
100101010/000010000/100000100/000000111/010111101/011010001/010011000/001011100/111000001, 3
1111/1111/0101/1001, 12
1111111, 4
11111111/11111111/11111111/11111111/11111111/11111111/11111111/11111111, 16
10101110, 2
11000/10000/10101/11000/01011/00000/00000/11011/10101, 7
10001000/01110011/01100111, 6
0110, 2
11/11, 4
1111111, 4
11/11/00/00/01/11, 4
11000/00000/01100/00000/00000/00000/10100, 4
010/100/000/010/000, 3
001101/110111/000100/110011, 8
101/011/101/111/010/011, 9
001/000/110/000/011/000/001, 3
000000010/010100100/010000001/000100100/010100000/010011000/010101000, 4
101011011/001100111/010100101/101101001/110100110/101101110/010110101/110110101/111011010, 9
11111111/11111111/11111111/11111111/11111111, 16
1, 1
11111/11111/11011/11111/11111/11111/11111/10111, 15
001101000/100111100/011001000/000000000/011110001/101010111, 6
10/01/00/00, 2
011/100/100/000/011/010/110, 4
111/011, 5
01/00/00/00/00/01/00/00/00, 1
111/111/111/111/111, 12
000100/010111/010001, 4
1/0, 1
11/11/11/11, 8
000000010/000011000/000000100/000101010/010100100/100010001, 1
100100/001010/000000/100000/110000/100011/010001, 4
11011/00111/01101/10111/10101/01111/11001/11011/10011, 10
0011111/0000101/1111110, 6
010001011/000000001/001110111, 3
101, 2
110111/101101, 6
0010110/1000000/0010010/1001010/1110000/0111100/1000010/0000000/0010001, 5
0000, 0
011, 2
10/00/00/00/00/00, 1
1/0/1/1/0/0, 3
1/0/0/1/1/0/1, 2
1110, 3
100101/111111/111101/001111/011100, 12
1111110/0011101/1100111/0110000/1111010/1111101/1110011/1010111, 10
111111/110111/111111/111111/110110/111111/101111/011111, 15
10101/01010/00101/00000, 5
11111111/11111111/11111111/11111101/11111111/11111111/11111111/11111111/11111111, 16
11111/11111/11111/11111/11111, 16
00001/00000/00000, 0
100001/101000/000101/100100/001010/100000/001100/100010/010000, 6
010/101/110/111/110/001/100/010, 8
1/1/1, 3
000000/000000/000000/000000/000000/000000/100000/000000/000000, 0
10/00/00/00/00, 1
11/11/11/11, 8
11/00/11/11/11, 6
10/11/00/01/11/10, 4
11/11/01/11/11/11/11, 7
1010/0101/0111/0010/0111/1011/1001/0110/1011, 8
000000/111100/011001/011110/101100, 9
11111/11111/11111, 12
000000000/000010110/100000000/010000000, 2
110/111/111/101, 10
0000000/0000010/1000110, 1
0011/1101/1010, 7
010101/110111/110101/111111, 12
0, 0
1111111/1111111/1111111/1010111, 14
00000000, 0
1111101/0011111/1111111, 10
11100, 3
0/1/0, 1
111/101/111, 8
010/001/000/001/000/000/001, 3
00/01/00/10/00/11/01, 2
0000000, 0
00/00/00, 0
0000000/0100000/0001000/0001001/0000100, 3
111111001/111111011/010111111/110111111/111111111/111111110/111111011/011011111, 13
1010100/0001010/0001001/0100000/0000001, 5
11101/11111/11111/11111/10111/11111/01111, 15
01, 1
0/0/0, 0
0, 0
01/00, 1
101000/100000/010111/101111/111000/110111/011011/101101/001001, 8
1111/1110, 7
1000/0001/0000/1100, 4
1, 1
0110101/1011001/1111111, 9
010010/011101/001000, 5
110001110/011010000, 4
11000/00100/00010/00000/00100/00000/00000/00000/00000, 4
000/100/000/000/101/100/000/000, 1
11/10/11/11, 7
0/0/0/1/0/1/1/0, 1
000000/000000/000000/000000/000000/100000, 0
1111/1111/1111/1111/1111/1101/1111, 16
111111/111111, 8
110011, 2
011111/111111/011111/111111/101011/111101/111111, 14
01/11, 3
111111/111111, 8
00100/00001/10100/00101/01001/00101/01000/10010/10100, 4
11111/10111/11101/11101/01111, 13
0000, 0
10/01/10, 3
011100/000100/010100/001000/000000, 7
000000/000100/000000/000000/100010/000000/000000, 1
11111011/10110111/11000001/11111110, 13
0001000/0000001/0000000, 1
11110111/11111111/11111110/11111101/11111111/11111111/11111110/11111110, 16
0101000/0000110/1110100/0010000/0101100/0001100/0000001, 6
000/000/100/000/100/000/000/000, 1
01010000/00000000/00000000/00000000, 2
11111/00110/10001, 7
00001110/01000100, 1
1/1/1/1/1, 4
101110001/000010001, 3
0000000/0000000/0000000/0000000, 0
001001000/000101001/000011000, 2
11/11/11/11/11/11/11/11/11, 8
1101111/0110010/1100101/0110101, 9
1/1/1/1, 4
00000000/01010001/00001000/00110000/00000001/00000000/00010000, 4
0000/0000/0000/0000/1000/0000/0000/0000/0000, 0
0/1/1/0/1/1/1/1, 2
101111111, 3
1/1/1/1/1/1/1/1, 4
101100, 3
100000/100000/111100/000001/110100/001100/010101/100000, 6
1111110/1111111/1111111, 12
10101000/10010101/00000111/11100010, 7
1111111/1111111/1111111/1111111, 16
00000000/00000000/00000000/00000000/00000000/00000010, 0
000/000/000/101/001, 2
00001, 0
10111/01100, 5
01000110/00000010/01000110/00100000/00010000/00100101/00010000/10001000/01000100, 3
0100/0000/0100/1101/1110/1110/1010/1111, 5
110100001/000011100/001000101/011100011/011110001/110100100, 7
1110/0111/1001/1010/1111/1111, 10
110111/111111/111101, 11
000000/000000/000001/000000/000000/011010, 0
10/10/11/01/00, 5
010/000, 1
11011/01111/11111/11001/11011/01111/01001, 12
100101/101000/010010/101111/111111/111111/101000/011001/110110, 8
000011101/100010000/010100000/000000011/010011111/101111010/101010110/100110001, 3
100000/011111, 4
100011000/101111010/101100011/000010001/110110110/010100001/001001011/101100111/110101111, 7
101000/000000/110001/001100/000000, 6
10110010, 3
110100/000010/000011/000110/001001/001001/110010, 4
111111111/011111110/111111111/011111111/111111011/101111111/111111111, 14
1, 1
111/110/011/011/111, 9
1101011/1111111/1111111/1111011/1111111/1111111/1111111, 15
0001001/0000000/0000100/0001110/0000100/0000111/1100100, 2
01000000/00001100/01011001/01110100/00000101/10100000/00001001/11100101/00101011, 6
11111/10111/11111, 11
0/0/0/0/0/0/0/0, 0
000000011/010001011/110101111, 4
111101/101101/111101/101111/111001, 14
000000000/111000110/000000000, 3
00000/00000/00000/00000/00000, 0
10111/11111/11000, 9
00000000/00000000/00001100/00000000/00000000, 0
1/1/1/1/0, 4
0000/0000/0000/0000, 0
001/000/000/000/010/000/000/000/000, 1
001001100/111101010/001111110/111011001/100001100/111010000/101110010/010100001/000100000, 10
11111111/11111111/11111011/11110011/11111111/11110111, 16
1111/1111/1111/1111/1111/1111/1111/1111/1111, 16
011111/011010, 5
110010/011111/100111/010100/001011/000101/111111/010011, 9
0101110/1111011/1101111, 9
001/000/000, 1
00000/00000/00000/00000/00000/00000/10001/00100, 0
101000/110101/100110/010111/111111, 9
100100/001011/000111/111010/110110/101000/011101, 7
1000010/0010010/0001010/0011000, 5
11110111/11111111/11111111, 12
110/101/110/000/010/101/011/111, 6
111111/111111/111111, 12
1101/1010/0111/1010/1011/0011/0011/0100, 10
1011000, 3
111/011/111/111/111, 11
110111111, 3
010/000/111/010/101, 5
1110/0101/1011/1111/1110/1100/1110/0010, 12
1111/1000/1011/1111/1111/1110/0110/0010, 12
00100011/11111101/10011110, 7
00000/00000/00000, 0
00/01/00/11/11/00/00/00, 3
00000000/00001000/00000000/00000100/00100000, 0
01111000, 3
0011/1010/0001/0000/1001/1000/1010/0101, 5
01001001/00001110/01000000, 2
1/0/0/1/0/0/0, 2
0, 0
0010/1101/0010/0001/1000/1100/1110/0111, 6
10, 1
1111/0111, 7
1010001/1101110/0001101/1010100/1101100/1111000/0011101/1111111/1110110, 8
10001/00010/10011, 4
10111111/11110111/11001111/11000110/01110110/11011011/11001111/10100111/10111011, 11
110000100/000001010/010000000/000000000/000010000/000011001/100000001/000000000, 3
111/100/100/111/011/111/111, 8
000001000/001000001/010000000/000001000/100000000/000001001, 2
111111, 4
000010101/101000000/101101101/001100100, 7
0010/1110, 4
10101/01101/01101/01111, 9
101100110, 3
01000/10001/00000/01000/01000/00100/00000, 3
0/0/0/0/0, 0
11/11/10/11/11, 7
0000100/0001100/0000001/1000011/0001000, 2
01/10/11, 4
00000/00000/00000/00000, 0
001, 1
111111111/111111111/111111111/111111111/111111111/111111111/111111111/111111111, 16
01101/01100/00010, 5
0001111/1011111/1011111/1111101/0111101, 11
00010010/00000010/00001110/10000100, 2
10111100/11110011/11001100/11111111/11111111/10101101/00111000/01111111/01101111, 13
11/11, 4
01/00/00/00/00/00, 1
111/111, 6
1/1/1/1/1, 4
010010110/010001001/111000000/011100010/000100100, 8
1110/1111/1111/1010, 13
10/01/11, 4
00/00/01/00/00, 1
10000011/10000101/00000000/11000001, 4
0/0, 0
10111/10110/11000/10011, 10
11/11/11/11/11/11/11/11, 8
0, 0
11111/00110/00110/00011/01001/10110/10000/10111/01111, 9
111111/111101/111111/111111/111111, 16
00100/00000/00000/00000/00000/00000, 1
01011, 2
000, 0
10110100/01101001/11110100, 9
1100/1001/1110, 7
1111/1101/1111/0111/1110/1001/1111/1111/1100, 14
1111/0011/0000/1011/1000/1000/0010/1011, 9
010000, 1
111111000/100101101/111011111/111111111/111111111/111111100/101101111/111111111, 13
11000111/00110101/11111101/11111101/11111111/11001011/11011111, 12
000/100/110, 3
0/0/0, 0
0/0/0/0/1, 0
010111/100000, 3
1001111/1011101/0110111/0110110/1010111/1101011, 9
0111100/1110111/0110011/1001110/0001010, 10
1011000, 3
1001, 2
1/1, 2
101/110/101/101/111/100/101/010/010, 8
00100000/00000000/00000000/01100000/00000000/00000000/10000010/00000000/00000000, 3
0000/0000/0100/1000, 2
10001/00010/11110/11000/00100/00001/00000, 8
111/011/111/111/111/111/111, 11
0/1/0/1/0/0, 2
0001011/0101001/0001101/1001100/1001000, 6
001/100/000, 2
0100010/0000000/1000000/0010000/0000000/0000000/0000000/0000000, 3
1100100/0011011/0010001/1111101/0000101/1000110/0000010/0010010, 9
00010/00000/00001, 1
01/00/00/00/00/00, 1
000/000/100/000/010/000/000/001/100, 1
110100/011111/101111/110101/011011/011011/101011/111111/110101, 12
000/101/010/010/000/000/100/000/100, 4
110/101/010/101/110/100/010, 7
1111, 4
100000000/010100010/110111000/001000101/000010100/010010001/001000000/100011100, 7
11111101/10111001/01011110/11000111/11111110/11101000, 11
01/00/00/00/00, 1
11110111/11111001/11100111/11100001/11101111/11101101/11111101/11111101, 14
1001/1101/1001/1001/1010/0001/0100/1001, 9
11/10/11/11/11/11/10, 7
000010/111011/110001/011111/100010/100000/001011, 8
1000/0001/1001/1001/0011/0111, 6
0/0/0/0/0/0, 0
001101011/110010111/111101101/000001001, 8
0000/1000, 1
111/111/101/111/101/111/111/111, 11
000000000/101000000/011000010/011011100/000000000/001000001/000000110/000000000, 6
10011101/00010010/00000000/10011110, 5
01001, 1
11/11/10/01/01, 6
111111/111111/111111/111101/111011/111101/101101, 16
110110/111110/001111/111101, 13
01100100/10001110/01001111/00011011/11001101/00001110/01100100/00001011, 5
000/000/000/000/000, 0
0/0/0/0/0, 0
111/111/111/111/111, 12
1/0/0/1, 2
100/010/000/000/000/100, 2
010000010/000000100/011010100/001001100/001000100/000000000/000101101/000001000, 4
101/000/100/100/010/111, 4
010/010/000/100/100/000, 3
1111/1101/1111/1000/1001/0110/1011/1101, 12
1100/1011/1001/0001/0010/1000/1101/1110/0101, 8
0/0/0/0/1, 0
11011111/11111111, 7
011/110/000/011/001, 6
111100101/000111110/111101101, 9
101/011/111, 7
0, 0
111/111/111/110/101/101, 11
0000, 0
001100000/000001010/000010000/000000001/000000000/000000000/001000010/000000100/000000010, 2
000/000/000/101/100/000, 2
111111/111111, 8
0, 0
011101000/100111100/110010100/000000110, 7
00101101/11111111/11111010/11011111/11001110/11001001, 12
00/10, 1
1111001/1101001/0111001/0111110/0100101/1001100/0100110/1100101, 13
000/100/000/011/000/000/111/110/011, 3
10/10/11/00, 4
00000000, 0
0000/0000/0000/0000/0000/0000/0000/0000, 0
110100110/111001110/101010010/011111101/011110001/111101100, 11
00000000/00000000/00000000/00000000/00000000/00000000/00000000/00000000/00000000, 0
11110/11010/10100/11010/11111/01110/11110/11001/01001, 12
111110111/111111111/111111111/111111111, 16
010/001/011/101/111/110/000, 6
1111111/1011111/0111111/1111111, 14
100110110/010101001/100100100/110000011/001010110/010101010/010000001, 8
00111011/01111111/10101101/11110111/11110111/10011011/11011011/10000111/01111001, 11
00/10/10/00/01/00/01/10, 2
00001, 0
0000100/1000010/0000000/0010000/1010011/0000110, 2
011110000/001010111/110000100/111101000/010011011/010110101/100010110, 10
101/000/001/110/001, 5
001, 1
000000000/001000000, 1
0/0, 0
000000000/000000100/000000000, 0
0100/1000/0011/1001/0001/1000/0000, 6
111111/111101/111101/111010/111111, 15
000000100/000101110/001000000/000001000, 2
1/1/1, 3
01011/00100/01000, 4
0/1/0/0/0, 1
011011, 2
00000/11100/00010/00101, 5
11111/00110/11101/00111/00111/11110/11110, 11
1/1/1/1/1/1/1/1, 4
1, 1
0000000/0000000, 0
111111111/111111111/111111111/111111111/111111111/111111111, 16
100/100, 2
00/00/00, 0
00000/10010/00100, 3
000001/000000/000000/000000, 0
0, 0
00000/00000, 0
11/01/01/01/00/11/11/11/11, 5
00101100/11111101/11011111/01111101/11111111/11111011, 11
1100, 2
000000/010011, 1
000100000/000000000/101000000/000000010/000010000, 3
11/11/10, 5
01111111/01111111/01001111/00111110/01101111/01011000/10110111/11001010/00111010, 9
00000/00000/00000/00000/00000/10000/00000, 0
11101, 3
0111/1011/0001/0010/1110/1110/1101/0100/1101, 8
11/11/11/11/11, 8
000000000/000100000/010001000, 2
0/0/0/0/0/0, 0
11011111, 3
111010/110100/101000/100001/100010/001001/011100/000110, 9
00, 0
00/10, 1
110110100/001010000/001000000/010001011/111100010/010000011, 6
00000000/10000000, 1
1000111, 1
01100101/11001111/10101101/11000101/10111100/01000110/11011110, 8
0101111, 2
101101000/101000111/100000010/001101100/000000010, 8
0100100/0000100/0011000/0010000/0010010/0011100, 4
1010/1111/1011, 9
0/1/0/0/1/0/0/1, 1
10111111/11111101/11111111/01111001/01011111/01111111/11111011/11101111/11111110, 14
00000000, 0
11111/11010, 7
11001/10011/11100/10110/11111/10011/10110, 10
01100/00000, 2
00111111/11111111/10111111/01111111, 12
01000000/00100010/01000100/00100001/00001000/00000001/00000100, 4
001111/011000/100101/010011/110000/000100/010000, 7
0100010/0010111/0101000/0100011/0000000, 5
010100/001101/010110, 6
11/10, 3
0010/0101, 3
11011/01111/11111/11011/01111, 13
00000/00000/00010/10000/00000/00000, 2
0000, 0
000/000/000/000/011/000/110/000, 0
000/000/010/000/000/000/000, 1
11010101/11101011/00011111/00010000/11111000/01000011/00101011/01001110/11010111, 8
0001011/1111101/0110010/0100101/1010010/0101111, 8
0101/0000/0000/1000/0001/0000/1000, 3
00000/00001/00011/00000/00000/00000/00000, 1
00100/00101/00000/00000/10100/00011/00110/01010/00001, 2
1001/1111/1101/0011/0110/1111/1101/1111/1111, 11
0/0/0/0, 0
0/0, 0
10011/10000/10011/10011/11011/01010/00011/11110/00001, 7
0010101/1001101/0101011, 5
0110/0111/1101/1110/1110/1011/1100/0100/0110, 11
1010000/1010101/0111000/0011000/0010000/0001000, 9
1111111/1111111/1111111/1111111, 16
1111000/0010010/0010010, 6
01000/00000/00100/00010, 3
1101/0010/0011/0001/1100/1010/0001, 7
00/00/11/10/11/00/01/00, 3
00000000/00000000/00000000/00000000/00000000, 0
110101, 3
1111/1111/1011/1111/0111/1101/1111, 15
0000/0000/0000/0000/0000/0001, 0
000000100/000001010/100101000, 2
10, 1
11101101/10101101, 5
010111, 2
0000000/0000000/0000000/0000000/0100000/1101100/0100100, 0
00000/01000/00000/10010/11001/01010/10001/00100/00000, 3
1/1/1/1/1/1/1/1/1, 4
11101101/11000101/00101101/01111110/10110011/00111110/01110011/11101101/11111101, 9
0100000, 1
000101110/110011110/110101110/010111111/111010111/110111101/111011011/111111101, 8
00001/00000/00000/00100/00000/00010/00000, 1
11/11/10, 5
0100/0011/0000/1100, 5
1/1/1/1/1/1, 4
0100000/0010000/0100001/0000000/0000000, 3
000000000, 0
111111/111111/111111/111111/111111/101111/111111/111111, 16
101100/010101, 5
11101101, 3
1000000/0000010/0000000/1001110/0010101/1001100, 3
11/11/11/11/11/11/11, 8
101001111/111100110/111110111, 10
111110110/011111101/110110111/111011010/110001110/011000111/100001010, 13
10110/11111/11111/11111/11111/11111/11101, 15
0110111/1111110, 6
00000, 0
101/100/100/100/101/100/111/000, 5
00000/00100/00100/00000/00000/01000/00000, 2
011/101/000, 4
101111/101101/011000/000000/000110/000011, 8
000010000/000000011, 0
010001010/110111000/001010010/000011001/011110101/011001110/000000100/001000110/000010111, 5
1111111/0111101/0111111/1101011/1101110, 13
11111011/11011111/11011111, 10
0011111/1001101/0100101/0001110/0011100/1111001, 6
111/110/111/111/111/101/111/111/111, 11
0/0, 0
0000/0000/1000/0000/0001/0010/0010/1010, 1
101/010/110/110, 7
100000/000000/100000/001000/000110/000100, 3
1001110/1011111/1110111, 8
0100/0111/1100/1110/1011, 9
11/11/11/11/11/11/11, 8
111010/001111/111111/011001/010100, 11
0100/1100/1010/0011/1000/1011/1010/0000, 7
0100011, 1
01110/01101/00000, 5
111111/011111/011111/101111, 13
10101111/11001010/01111011/00100111/11011100/11110110, 8
01101111/10101010/10111100/10100010, 9
0000000/0001101/1101101/1001010, 6
01/00/01/11/00/10/00/00/01, 4
1, 1
000/110/110, 4
101111111/111111111, 7
1111111/0001111/1011011/1011111/1111101/1001111/0111010, 11
1/1, 2
101, 2
000100/010010, 2
000/010/000/100/000, 2
001000111/000010100/010000001/000100000/001000101/100000110, 3
0110001/0000100, 2
1/1/1/0/1, 3
1011111/1010111/0001100/1111110, 10
1110, 3
